id,clause_id,section,predicate,roles,source_method,priority_score,review_status,clause,annotator_notes
c0050-p001,50,5.3 AUDIT RIGHTS,"{""text"": ""notice"", ""lemma"": ""notice"", ""start"": 163, ""end"": 169, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""no less than fifteen (15) days"", ""start"": 132, ""end"": 162, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""no less than fifteen (15) days"", ""start"": 132, ""end"": 162, ""needs_fix"": false}]",transformer_srl+legal_rules,3,needs_review,Any such inspection will be conducted in a manner that does not unreasonably interfere with i-Escrow's business activities and with no less than fifteen (15) days notice.,
c0051-p001,51,5.3 AUDIT RIGHTS,"{""text"": ""make"", ""lemma"": ""make"", ""start"": 36, ""end"": 40, ""needs_fix"": false}","[{""label"": ""Time"", ""text"": ""two (2) weeks"", ""start"": 22, ""end"": 35, ""needs_fix"": false}, {""label"": ""ContractParties"", ""text"": ""i-Escrow"", ""start"": 0, ""end"": 8, ""needs_fix"": false}]",transformer_srl+legal_rules,8,needs_review,i-Escrow shall within two (2) weeks make any overdue payments disclosed by the audit.,
c0052-p001,52,5.3 AUDIT RIGHTS,"{""text"": ""be"", ""lemma"": ""be"", ""start"": 22, ""end"": 24, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""Such inspection"", ""start"": 0, ""end"": 15, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,Such inspection shall be at 2TheMart's expense.,
c0053-p001,53,5.3 AUDIT RIGHTS,"{""text"": ""pay"", ""lemma"": ""pay"", ""start"": 38, ""end"": 41, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""i-Escrow"", ""start"": 108, ""end"": 116, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""all cost of such audit"", ""start"": 139, ""end"": 161, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""if the audit reveals overdue payments in excess of ten percent (10%) of the payments owed to date"", ""start"": 9, ""end"": 106, ""needs_fix"": false}]",transformer_srl+legal_rules,11,needs_review,"however, if the audit reveals overdue payments in excess of ten percent (10%) of the payments owed to date, i-Escrow shall immediately pay all cost of such audit.",
c0054-p001,54,6.1 CONTENT,"{""text"": ""grants"", ""lemma"": ""grant"", ""start"": 16, ""end"": 22, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""2TheMart"", ""start"": 0, ""end"": 8, ""needs_fix"": false}, {""label"": ""Recipient"", ""text"": ""the term of this Agreement"", ""start"": 295, ""end"": 321, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,"2TheMart hereby grants to i-Escrow a worldwide, non-exclusive right to use, reproduce, distribute, publicly perform, publicly display and digitally perform the 2TheMart Content soley with respect to and in conjunction with the Co-Branded Site all with the prior written consent of 2TheMart, for the term of this Agreement.",
c0055-p001,55,6.1 CONTENT,"{""text"": ""use"", ""lemma"": ""use"", ""start"": 71, ""end"": 74, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""i-Escrow"", ""start"": 0, ""end"": 8, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,"i-Escrow hereby grants to 2TheMart a worldwide, non-exclusive right to use, reproduce, distribute, publicly perform, publicly display and digitally perform the i-Escrow Content on or in conjunction with 2TheMart auctions.",
c0056-p001,56,6.2 CONTENT OWNERSHIP,"{""text"": ""reserved"", ""lemma"": ""reserve"", ""start"": 37, ""end"": 45, ""needs_fix"": false}","[{""label"": ""Theme"", ""text"": ""any rights"", ""start"": 0, ""end"": 10, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,any rights not expressly granted are reserved.,
c0057-p001,57,6.2 CONTENT OWNERSHIP,"{""text"": ""exceed"", ""lemma"": ""exceed"", ""start"": 20, ""end"": 26, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""Neither party"", ""start"": 0, ""end"": 13, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""the scope of the rights granted hereunder"", ""start"": 27, ""end"": 68, ""needs_fix"": false}]",transformer_srl+legal_rules,2,needs_review,Neither party shall exceed the scope of the rights granted hereunder.,
c0058-p001,58,6.4 TRADEMARK RESTRICTIONS,"{""text"": ""terminate"", ""lemma"": ""terminate"", ""start"": 19, ""end"": 28, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""The Mark owner"", ""start"": 0, ""end"": 14, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""the foregoing rights"", ""start"": 29, ""end"": 49, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""within ten (10) days"", ""start"": 242, ""end"": 262, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""if, in its reasonable discretion, the other party's use of the Marks tarnishes, blurs or dilutes the quality associated with the Marks or the associated goodwill and such problem is not cured within ten (10) days of notice of breach"", ""start"": 50, ""end"": 282, ""needs_fix"": false}]",transformer_srl+legal_rules,14,needs_review,"The Mark owner may terminate the foregoing rights if, in its reasonable discretion, the other party's use of the Marks tarnishes, blurs or dilutes the quality associated with the Marks or the associated goodwill and such problem is not cured within ten (10) days of notice of breach.",
c0059-p001,59,6.4 TRADEMARK RESTRICTIONS,"{""text"": ""specify"", ""lemma"": ""specify"", ""start"": 10, ""end"": 17, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""owner"", ""start"": 0, ""end"": 5, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,owner may specify that certain pages of the other party's web-site may not contain the Marks.,
c0060-p001,60,6.4 TRADEMARK RESTRICTIONS,"{""text"": ""remain"", ""lemma"": ""remain"", ""start"": 50, ""end"": 56, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""Title"", ""start"": 0, ""end"": 5, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,Title to and ownership of the owner's Marks shall remain with the owner.,
c0061-p001,61,6.4 TRADEMARK RESTRICTIONS,"{""text"": ""use"", ""lemma"": ""use"", ""start"": 26, ""end"": 29, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""The receiving party"", ""start"": 0, ""end"": 19, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""the Marks"", ""start"": 30, ""end"": 39, ""needs_fix"": false}]",transformer_srl+legal_rules,2,needs_review,The receiving party shall use the Marks exactly in the form provided and in conformance with any trademark usage policies.,
c0062-p001,62,6.4 TRADEMARK RESTRICTIONS,"{""text"": ""take"", ""lemma"": ""take"", ""start"": 26, ""end"": 30, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""The other party"", ""start"": 0, ""end"": 15, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""any action inconsistent with the owner's ownership of the Marks"", ""start"": 31, ""end"": 94, ""needs_fix"": false}]",transformer_srl+legal_rules,2,needs_review,The other party shall not take any action inconsistent with the owner's ownership of the Marks.,
c0063-p001,63,6.4 TRADEMARK RESTRICTIONS,"{""text"": ""vest"", ""lemma"": ""vest"", ""start"": 65, ""end"": 69, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""any benefits"", ""start"": 0, ""end"": 12, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,any benefits accruing from use of such Marks shall automatically vest in the owner.,
c0064-p001,64,6.4 TRADEMARK RESTRICTIONS,"{""text"": ""form"", ""lemma"": ""form"", ""start"": 26, ""end"": 30, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""The other party"", ""start"": 0, ""end"": 15, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""any combination marks with the other party's Marks"", ""start"": 31, ""end"": 81, ""needs_fix"": false}]",transformer_srl+legal_rules,2,needs_review,The other party shall not form any combination marks with the other party's Marks.,
c0065-p001,65,6.4 TRADEMARK RESTRICTIONS,"{""text"": ""use"", ""lemma"": ""use"", ""start"": 116, ""end"": 119, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""neither party"", ""start"": 96, ""end"": 109, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""the Domain Name"", ""start"": 50, ""end"": 65, ""needs_fix"": false}, {""label"": ""Recipient"", ""text"": ""the extent that the Domain Name is deemed a combination mark"", ""start"": 34, ""end"": 94, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""Notwithstanding the foregoing"", ""start"": 0, ""end"": 29, ""needs_fix"": false}]",transformer_srl+legal_rules,6,needs_review,"Notwithstanding the foregoing, to the extent that the Domain Name is deemed a combination mark, neither party shall use the Domain Name for any purpose except as expressly provided herein or attempt to register the Domain Name.",
c0066-p001,66,6.4 TRADEMARK RESTRICTIONS,"{""text"": ""cooperate"", ""lemma"": ""cooperate"", ""start"": 25, ""end"": 34, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""the parties"", ""start"": 0, ""end"": 11, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""any enforcement action of infringement of the Domain Name"", ""start"": 38, ""end"": 95, ""needs_fix"": false}]",transformer_srl+legal_rules,3,needs_review,the parties will jointly cooperate on any enforcement action of infringement of the Domain Name.,
c0067-p001,67,6.5 LIMITS ON SUBLICENSING,"{""text"": ""are"", ""lemma"": ""be"", ""start"": 77, ""end"": 80, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""herein"", ""start"": 70, ""end"": 76, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,All rights (under any applicable intellectual property right) granted herein are not sublicenseable.,
c0068-p001,68,6.5 LIMITS ON SUBLICENSING,"{""text"": ""use"", ""lemma"": ""use"", ""start"": 48, ""end"": 51, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""either party"", ""start"": 31, ""end"": 43, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""a third party web host"", ""start"": 52, ""end"": 74, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""Notwithstanding the foregoing"", ""start"": 0, ""end"": 29, ""needs_fix"": false}]",transformer_srl+legal_rules,6,needs_review,"Notwithstanding the foregoing, either party may use a third party web host.",
c0069-p001,69,6.5 LIMITS ON SUBLICENSING,"{""text"": ""deemed"", ""lemma"": ""deem"", ""start"": 165, ""end"": 171, ""needs_fix"": false}","[{""label"": ""Theme"", ""text"": ""a breach of this Agreement"", ""start"": 61, ""end"": 87, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,"all actions or failures to act of the web host that would be a breach of this Agreement, were the actions or failures to act taken by the applicable party, shall be deemed a breach of this Agreement.",
c0070-p001,70,6.5 LIMITS ON SUBLICENSING,"{""text"": ""grant"", ""lemma"": ""grant"", ""start"": 26, ""end"": 31, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""2TheMart"", ""start"": 13, ""end"": 21, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""sublicenses to companies that 2TheMart has a business relationship with to the extent that 2TheMart Content is visible from such company's web-site through a link or other means"", ""start"": 32, ""end"": 209, ""needs_fix"": false}]",transformer_srl+legal_rules,2,needs_review,"In addition, 2TheMart may grant sublicenses to companies that 2TheMart has a business relationship with to the extent that 2TheMart Content is visible from such company's web-site through a link or other means.",
c0071-p001,71,6.6 CONTENT STANDARDS,"{""text"": ""provide"", ""lemma"": ""provide"", ""start"": 19, ""end"": 26, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""2TheMart"", ""start"": 0, ""end"": 8, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""any 2TheMart Content"", ""start"": 27, ""end"": 47, ""needs_fix"": false}]",transformer_srl+legal_rules,7,needs_review,2TheMart shall not provide any 2TheMart Content.,
c0072-p001,72,6.6 CONTENT STANDARDS,"{""text"": ""provide"", ""lemma"": ""provide"", ""start"": 19, ""end"": 26, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""i-Escrow"", ""start"": 0, ""end"": 8, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""any i-Escrow Content"", ""start"": 27, ""end"": 47, ""needs_fix"": false}]",transformer_srl+legal_rules,7,needs_review,"i-Escrow shall not provide any i-Escrow Content, that: (a) infringes any third party's copyright, patent, trademark, trade secret or other proprietary rights or rights of publicity or privacy.",
c0073-p001,73,6.7 SERVICE STANDARDS,"{""text"": ""comply"", ""lemma"": ""comply"", ""start"": 14, ""end"": 20, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""i-Escrow"", ""start"": 0, ""end"": 8, ""needs_fix"": false}, {""label"": ""LegalBasis"", ""text"": ""California Escrow Law"", ""start"": 115, ""end"": 136, ""needs_fix"": false}]",transformer_srl+legal_rules,8,needs_review,"i-Escrow will comply with all laws and regulations and act as an Independent Escrow Agent as per the guidelines of California Escrow Law (California Financial Code Section17000 et seq., or its successor).",
c0074-p001,74,6.7 SERVICE STANDARDS,"{""text"": ""prevail"", ""lemma"": ""prevail"", ""start"": 211, ""end"": 218, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""the California Escrow Law"", ""start"": 82, ""end"": 107, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""Should any of the terms, conditions or provisions of this Agreement conflict with the California Escrow Law, its rules or regulations, which govern i-Escrow's business practices"", ""start"": 0, ""end"": 177, ""needs_fix"": false}, {""label"": ""LegalBasis"", ""text"": ""California Escrow Law"", ""start"": 86, ""end"": 107, ""needs_fix"": false}]",transformer_srl+legal_rules,7,needs_review,"Should any of the terms, conditions or provisions of this Agreement conflict with the California Escrow Law, its rules or regulations, which govern i-Escrow's business practices, the California Escrow Law shall prevail.",
c0075-p001,75,6.7 SERVICE STANDARDS,"{""text"": ""give"", ""lemma"": ""give"", ""start"": 115, ""end"": 119, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""i-Escrow"", ""start"": 48, ""end"": 56, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""2TheMart written notice of such conflict"", ""start"": 120, ""end"": 160, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""Notwithstanding the foregoing"", ""start"": 0, ""end"": 29, ""needs_fix"": false}]",transformer_srl+legal_rules,6,needs_review,"Notwithstanding the foregoing, at any time that i-Escrow reasonably believes such a conflict exists, i-Escrow will give 2TheMart written notice of such conflict and the parties will use their best efforts to resolve such conflict.",
c0076-p001,76,7 DISCLAIMER OF WARRANTIES,"{""text"": ""acknowledges"", ""lemma"": ""acknowledge"", ""start"": 11, ""end"": 23, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""Each party"", ""start"": 0, ""end"": 10, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,Each party acknowledges that it has not entered into this Agreement in reliance upon any warranty or representation except those specifically set forth herein.,
c0077-p001,77,8.1 TERM,"{""text"": ""continue"", ""lemma"": ""continue"", ""start"": 33, ""end"": 41, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""The term"", ""start"": 0, ""end"": 8, ""needs_fix"": false}, {""label"": ""Recipient"", ""text"": ""one (1) year"", ""start"": 46, ""end"": 58, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""for one (1) year"", ""start"": 42, ""end"": 58, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""unless earlier terminated as provided herein"", ""start"": 86, ""end"": 130, ""needs_fix"": false}]",transformer_srl+legal_rules,7,needs_review,"The term of this Agreement shall continue for one (1) year following the Launch Date, unless earlier terminated as provided herein.",
c0078-p001,78,8.1 TERM,"{""text"": ""renewed"", ""lemma"": ""renew"", ""start"": 22, ""end"": 29, ""needs_fix"": false}","[{""label"": ""Theme"", ""text"": ""This Agreement"", ""start"": 0, ""end"": 14, ""needs_fix"": false}, {""label"": ""Recipient"", ""text"": ""any number of successive one (1) year terms by mutual written agreement of the parties"", ""start"": 34, ""end"": 120, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""one (1) year"", ""start"": 59, ""end"": 71, ""needs_fix"": false}]",transformer_srl+legal_rules,3,needs_review,This Agreement may be renewed for any number of successive one (1) year terms by mutual written agreement of the parties prior to the conclusion of the term of this Agreement.,
c0079-p001,79,8.1 TERM,"{""text"": ""give"", ""lemma"": ""give"", ""start"": 46, ""end"": 50, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""A party"", ""start"": 0, ""end"": 7, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""the other party notice"", ""start"": 51, ""end"": 73, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""the expiration of the term"", ""start"": 119, ""end"": 145, ""needs_fix"": false}]",transformer_srl+legal_rules,5,needs_review,A party wishing to renew this Agreement shall give the other party notice thereof no less than thirty (30) days before the expiration of the term then in effect.,
c0080-p001,80,8.1 TERM,"{""text"": ""renewed"", ""lemma"": ""renew"", ""start"": 108, ""end"": 115, ""needs_fix"": false}","[{""label"": ""Theme"", ""text"": ""the term"", ""start"": 58, ""end"": 66, ""needs_fix"": false}, {""label"": ""Recipient"", ""text"": ""another one (1) year"", ""start"": 120, ""end"": 140, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""one (1) year"", ""start"": 128, ""end"": 140, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""In the event that either party does not give such notice"", ""start"": 0, ""end"": 56, ""needs_fix"": false}]",transformer_srl+legal_rules,7,needs_review,"In the event that either party does not give such notice, the term of this Agreement shall be automatically renewed for another one (1) year.",
c0081-p001,81,8.2 TERMINATION FOR BREACH,"{""text"": ""terminate"", ""lemma"": ""terminate"", ""start"": 112, ""end"": 121, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""a party"", ""start"": 88, ""end"": 95, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""this Agreement"", ""start"": 122, ""end"": 136, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""within sixty (60) days"", ""start"": 226, ""end"": 248, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""if the other party materially breaches this Agreement and fails to cure that breach within sixty (60) days after receiving written notice of the breach, or (b) as provided in Sections 2.2 INITIAL INFORMATION TRANSFER MECHANISM DEVELOPMENT , 2.4 RESTRICTIONS ON COMMUNICATIONS , or 12.4"", ""start"": 142, ""end"": 427, ""needs_fix"": false}]",transformer_srl+legal_rules,14,needs_review,"In addition to other remedies that may be available to it, by providing written notice, a party may immediately terminate this Agreement: (a) if the other party materially breaches this Agreement and fails to cure that breach within sixty (60) days after receiving written notice of the breach, or (b) as provided in Sections 2.2 INITIAL INFORMATION TRANSFER MECHANISM DEVELOPMENT , 2.4 RESTRICTIONS ON COMMUNICATIONS , or 12.4.",
c0082-p001,82,8.3 TERMINATION FOR CHANGE IN COMPANY STRUCTURE,"{""text"": ""majority"", ""lemma"": ""majority"", ""start"": 5, ""end"": 13, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""2TheMart"", ""start"": 49, ""end"": 57, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""If a majority of the equity securities of either 2TheMart or i-Escrow"", ""start"": 0, ""end"": 69, ""needs_fix"": false}]",transformer_srl+legal_rules,4,needs_review,"If a majority of the equity securities of either 2TheMart or i-Escrow, Inc. (except that i-Escrow may sell all or a majority of its equity securities or voting interests to i-Escrow.com.",
c0083-p001,83,8.3 TERMINATION FOR CHANGE IN COMPANY STRUCTURE,"{""text"": ""sell"", ""lemma"": ""sell"", ""start"": 17, ""end"": 21, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""i-Escrow.com"", ""start"": 0, ""end"": 12, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""all or a majority of its equity securities or voting interests"", ""start"": 22, ""end"": 84, ""needs_fix"": false}, {""label"": ""Recipient"", ""text"": ""i-Escrow's existing shareholders"", ""start"": 88, ""end"": 120, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""thirty (30) days"", ""start"": 298, ""end"": 314, ""needs_fix"": false}]",transformer_srl+legal_rules,5,needs_review,"i-Escrow.com may sell all or a majority of its equity securities or voting interests to i-Escrow's existing shareholders, without triggering the foregoing) are acquired by another company during the term of this Agreement either company may terminate this Agreement, without liability, by giving a thirty (30) days written notice to the other party.",
c0084-p001,84,8.4 TERMINATION FOR BANKRUPTCY,"{""text"": ""terminate"", ""lemma"": ""terminate"", ""start"": 17, ""end"": 26, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""Either party"", ""start"": 0, ""end"": 12, ""needs_fix"": false}]",transformer_srl+legal_rules,5,needs_review,Either party may terminate or suspend this Agreement effective immediately and without liability upon written notice to the other party if any one of the following events occurs.,
c0085-p001,85,8.4 TERMINATION FOR BANKRUPTCY,"{""text"": ""instituted"", ""lemma"": ""institute"", ""start"": 20, ""end"": 30, ""needs_fix"": false}","[{""label"": ""Theme"", ""text"": ""(b) a proceeding"", ""start"": 0, ""end"": 16, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""within ninety (90) days"", ""start"": 121, ""end"": 144, ""needs_fix"": false}]",transformer_srl+legal_rules,3,needs_review,(b) a proceeding is instituted against the other party under any provision of any bankruptcy laws which is not dismissed within ninety (90) days.,
c0086-p001,86,8.5 EFFECTS OF TERMINATION,"{""text"": ""terminate"", ""lemma"": ""terminate"", ""start"": 101, ""end"": 110, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""all rights"", ""start"": 69, ""end"": 79, ""needs_fix"": false}, {""label"": ""Time"", ""text"": ""within six (6) weeks"", ""start"": 164, ""end"": 184, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""Upon expiration or termination of this Agreement for any reason: (a) all rights granted herein shall terminate"", ""start"": 0, ""end"": 110, ""needs_fix"": false}]",transformer_srl+legal_rules,12,needs_review,"Upon expiration or termination of this Agreement for any reason: (a) all rights granted herein shall terminate, (b) i-Escrow shall pay all amounts owed to 2TheMart within six (6) weeks of termination, and (c) each party shall remove the other party's content and Marks from their servers.",
c0087-p001,87,8.5 EFFECTS OF TERMINATION,"{""text"": ""survive"", ""lemma"": ""survive"", ""start"": 130, ""end"": 137, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""all provisions"", ""start"": 91, ""end"": 105, ""needs_fix"": false}, {""label"": ""Recipient"", ""text"": ""the extent necessary for i-Escrow to complete any Customer transactions which are pending at the time of expiration or termination"", ""start"": 141, ""end"": 271, ""needs_fix"": false}, {""label"": ""Condition"", ""text"": ""unless this Agreement was terminated for a material breach"", ""start"": 31, ""end"": 89, ""needs_fix"": false}]",transformer_srl+legal_rules,4,needs_review,"Notwithstanding the foregoing, unless this Agreement was terminated for a material breach, all provisions of this Agreement shall survive to the extent necessary for i-Escrow to complete any Customer transactions which are pending at the time of expiration or termination.",
c0088-p001,88,8.5 EFFECTS OF TERMINATION,"{""text"": ""survive"", ""lemma"": ""survive"", ""start"": 67, ""end"": 74, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""Sections"", ""start"": 0, ""end"": 8, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""expiration or termination of this Agreement"", ""start"": 75, ""end"": 118, ""needs_fix"": false}]",transformer_srl+legal_rules,2,needs_review,"Sections 1, 7, 8.5 EFFECTS OF TERMINATION , 9, 10, 11 and 12 shall survive expiration or termination of this Agreement.",
c0089-p001,89,9 INDEMNITY,"{""text"": ""indemnify"", ""lemma"": ""indemnify"", ""start"": 44, ""end"": 53, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""Each party"", ""start"": 0, ""end"": 10, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""the other party (the \""Indemnified Party\"")"", ""start"": 54, ""end"": 95, ""needs_fix"": false}]",transformer_srl+legal_rules,7,needs_review,"Each party (the ""Indemnifying Party"") shall indemnify the other party (the ""Indemnified Party"") against any and all claims, losses, costs and expenses, including reasonable attorneys' fees, which the Indemnified Party may incur as a result of claims in any form by third parties arising from the Indemnifying Party's acts, omissions or misrepresentations to the extent that the Indemnified Party is deemed a principal of the Indemnifying Party.",
c0090-p001,90,9 INDEMNITY,"{""text"": ""indemnify"", ""lemma"": ""indemnify"", ""start"": 28, ""end"": 37, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""2TheMart"", ""start"": 13, ""end"": 21, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""i-Escrow"", ""start"": 38, ""end"": 46, ""needs_fix"": false}]",transformer_srl+legal_rules,7,needs_review,"In addition, 2TheMart shall indemnify i-Escrow against any and all claims, losses, costs and expenses, including reasonable attorneys' fees, which i-Escrow may incur as a result of claims in any form by third parties arising from 2TheMart Content.",
c0091-p001,91,9 INDEMNITY,"{""text"": ""indemnify"", ""lemma"": ""indemnify"", ""start"": 28, ""end"": 37, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""i-Escrow"", ""start"": 13, ""end"": 21, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""2TheMart"", ""start"": 38, ""end"": 46, ""needs_fix"": false}]",transformer_srl+legal_rules,7,needs_review,"In addition, i-Escrow shall indemnify 2TheMart against any and all claims, losses, costs and expenses, including reasonable attorneys' fees, which 2TheMart may incur as a result of claims in any form by third parties arising from i-Escrow.",
c0092-p001,92,9 INDEMNITY,"{""text"": ""enter"", ""lemma"": ""enter"", ""start"": 33, ""end"": 38, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""the Indemnifying Party"", ""start"": 0, ""end"": 22, ""needs_fix"": false}]",transformer_srl+legal_rules,0,needs_review,the Indemnifying Party shall not enter into any settlement that affects the Indemnified Party's rights or interest without the Indemnified Party's prior written approval.,
c0093-p001,93,9 INDEMNITY,"{""text"": ""have"", ""lemma"": ""have"", ""start"": 28, ""end"": 32, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""The Indemnified Party"", ""start"": 0, ""end"": 21, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""the right to participate in the defense at its expense"", ""start"": 33, ""end"": 87, ""needs_fix"": false}]",transformer_srl+legal_rules,2,needs_review,The Indemnified Party shall have the right to participate in the defense at its expense.,
c0094-p001,94,10 LIMITATION ON LIABILITY,"{""text"": ""BE"", ""lemma"": ""be"", ""start"": 67, ""end"": 69, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""NEITHER PARTY"", ""start"": 47, ""end"": 60, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""LIABLE FOR SPECIAL"", ""start"": 70, ""end"": 88, ""needs_fix"": false}]",transformer_srl+legal_rules,2,needs_review,"EXCEPT IN THE EVENT OF A BREACH OF SECTION 11, NEITHER PARTY SHALL BE LIABLE FOR SPECIAL, INCIDENTAL OR CONSEQUENTIAL DAMAGES OR LOST PROFITS (HOWEVER ARISING, INCLUDING NEGLIGENCE) ARISING OUT OF OR IN CONNECTION WITH THIS AGREEMENT, EVEN IF THE PARTIES ARE AWARE OF THE POSSIBILITY OF SUCH DAMAGES.",
c0095-p001,95,11 CONFIDENTIAL INFORMATION,"{""text"": ""hold"", ""lemma"": ""hold"", ""start"": 17, ""end"": 21, ""needs_fix"": false}","[{""label"": ""Agent"", ""text"": ""Each party"", ""start"": 0, ""end"": 10, ""needs_fix"": false}, {""label"": ""Theme"", ""text"": ""the other party's Confidential Information"", ""start"": 22, ""end"": 64, ""needs_fix"": false}]",transformer_srl+legal_rules,2,needs_review,Each party shall hold the other party's Confidential Information in confidence and shall not disclose such Confidential Information to third parties nor use the other party's Confidential Information for any purpose other than as required to perform under this Agreement.,
